r,psi
19.610000000000003,0.013178945370166076
19.69,0.012932575903368704
19.770000000000003,0.012690812109570881
19.85,0.0124535678895311
19.930000000000003,0.012220758753561973
20.01,0.011992301791440606
20.090000000000003,0.011768115642882075
20.17,0.011548120468564507
20.250000000000004,0.01133223792169587
20.330000000000002,0.011120391120112516
20.410000000000004,0.01091250461889912
20.490000000000002,0.010708504383520544
20.57,0.010508317763456072
20.650000000000002,0.010311873466326055
20.73,0.0101191015325028
20.810000000000002,0.009929933310195661
20.89,0.009744301431002474
20.970000000000002,0.009562139785917568
21.05,0.009383383501788266
21.130000000000003,0.009207968918211762
21.21,0.009035833564863692
21.290000000000003,0.008866916139250666
21.37,0.008701156484878604
21.450000000000003,0.008538495569829245
21.53,0.008378875465736998
21.610000000000003,0.008222239327159056
21.69,0.008068531371331067
21.770000000000003,0.007917696858301182
21.85,0.007769682071435598
21.930000000000003,0.007624434298288395
22.01,0.007481901811829148
22.090000000000003,0.00734203385202139
22.17,0.007204780607745447
22.250000000000004,0.007070093199059249
22.330000000000002,0.006937923659790667
22.410000000000004,0.006808224920455396
22.490000000000002,0.006680950791494096
22.57,0.006556055946822962
22.650000000000002,0.0064334959076917395
22.73,0.0063132270268434895
22.810000000000002,0.00619520647297053
22.89,0.006079392215461011
22.970000000000002,0.005965743009430466
23.05,0.005854218381033331
23.130000000000003,0.005744778613049044
23.21,0.0056373847307374806
23.290000000000003,0.0055319984879589725
23.37,0.005428582353553724
23.450000000000003,0.005327099497975823
23.53,0.005227513780177173
23.610000000000003,0.005129789734736558
23.69,0.005033892559229375
23.770000000000003,0.004939788101833407
23.85,0.004847442849166478
23.930000000000003,0.004756823914351259
24.01,0.00466789902530334
24.090000000000003,0.004580636513238146
24.17,0.004495005301392726
24.250000000000004,0.004410974893958397
24.330000000000002,0.004328515365220339
24.410000000000004,0.004247597348900122
24.490000000000002,0.004168192027697483
24.570000000000004,0.004090271123027657
24.650000000000002,0.004013806884950525
24.73,0.003938772082288056
24.810000000000002,0.0038651399929264837
24.89,0.0037928843942997633
24.970000000000002,0.003721979554050918
25.05,0.0036524002208679902
25.130000000000003,0.0035841216154913445
25.21,0.0035171194218889938
25.290000000000003,0.0034513697785969618
25.37,0.0033868492702214996
25.450000000000003,0.0033235349191001956
25.53,0.0032614041771189058
25.610000000000003,0.003200434917681745
25.69,0.0031406054278311332
25.770000000000003,0.003081894400515168
25.85,0.0030242809269995456
25.930000000000003,0.002967744489421366
26.01,0.002912264953482088
26.090000000000003,0.002857822561277133
26.17,0.0028043979242594985
26.250000000000004,0.0027519720163349127
26.330000000000002,0.0027005261670860936
26.410000000000004,0.002650042055123654
26.490000000000002,0.0026005017015613115
26.570000000000004,0.0025518874636130833
26.650000000000002,0.0025041820283101418
26.73,0.0024573684063351605
26.810000000000002,0.00241142992597197
26.89,0.002366350227168238
26.970000000000002,0.0023221132557091394
27.05,0.0022787032575000226
27.130000000000003,0.0022361047729558678
27.21,0.002194302631495685
27.290000000000003,0.0021532819461398504
27.37,0.002113028108208371
27.450000000000003,0.0020735267821183055
27.53,0.0020347639002784457
27.610000000000003,0.0019967256580794377
27.69,0.0019593985089775405
27.770000000000003,0.0019227691596703218
27.85,0.001886824565362501
27.930000000000003,0.0018515519251203066
28.01,0.0018169386773127108
28.090000000000003,0.0017829724951378349
28.17,0.0017496412822330283
28.250000000000004,0.0017169331683669889
28.330000000000002,0.0016848365052124204
28.410000000000004,0.001653339862197715
28.490000000000002,0.0016224320224362031
28.570000000000004,0.0015921019787314707
28.650000000000002,0.001562338929657379
28.73,0.0015331322757113591
28.810000000000002,0.0015044716155396144
28.89,0.0014763467422328831
28.970000000000002,0.0014487476396914602
29.05,0.0014216644790581814
29.130000000000003,0.001395087615218054
29.21,0.0013690075833633593
29.290000000000003,0.0013434150956229591
29.37,0.0013183010377545968
29.450000000000003,0.0012936564658990511
29.53,0.0012694726033949612
